,Predictions,Scores,TER scores,Z_scores
138,"Herr Modi ist auf seiner fünftägigen Reise nach Japan , um die Wirtschaftsbeziehungen zur drittgrößten Volkswirtschaft der Welt zu stärken .",-1.9104581999999999,1.981818181818182,0.07135998181818204
139,"Herr Modi ist auf einer fünftägigen Reise nach Japan , um die Wirtschaftsbeziehungen zur drittgrößten Volkswirtschaft der Welt zu stärken .",-1.9212787,1.9454545454545455,0.02417584545454554
140,"Herr Modi ist auf einer fünftägigen Reise nach Japan , um die wirtschaftlichen Beziehungen mit der drittgrößten Volkswirtschaft der Welt zu verstärken .",-1.9215433999999998,2.1818181818181817,0.26027478181818187
141,"Herr Modi ist auf einer fünftägigen Reise nach Japan , um die wirtschaftlichen Bande mit der drittgrößten Volkswirtschaft der Welt zu stärken",-1.9276790000000001,1.9454545454545455,0.017775545454545405
142,Herr Modi ist auf einer fünftägigen Reise nach Japan um die wirtschaftlichen Beziehungen zur drittgrößten Volkswirtschaft der Welt zu stärken .,-1.9347590000000001,2.090909090909091,0.1561500909090907
143,"Herr Modi ist auf seiner fünftägigen Reise nach Japan unterwegs , um die wirtschaftlichen Beziehungen zur drittgrößten Volkswirtschaft der Welt zu stärken .",-1.9358878000000002,2.290909090909091,0.35502129090909085
144,"Herr Modi ist auf einer fünftägigen Reise nach Japan unterwegs , um die wirtschaftlichen Beziehungen zur drittgrößten Wirtschaft der Welt zu stärken .",-1.9391158,2.1818181818181817,0.2427023818181817
145,"Herr Modi ist auf einer fünftägigen Reise nach Japan unterwegs , um die Wirtschaftsbeziehungen zur drittgrößten Volkswirtschaft der Welt zu stärken .",-1.9405881,2.109090909090909,0.16850280909090887
146,"Herr Modi befindet sich auf einer fünftägigen Reise nach Japan , um die wirtschaftlichen Beziehungen mit der drittgrößten Volkswirtschaft der Welt zu stärken",-1.9745914,2.290909090909091,0.316317690909091
147,"Herr Modi reist nach Japan , um die wirtschaftlichen Beziehungen zur drittgrößten Volkswirtschaft der Welt zu stärken .",-1.9770409,1.709090909090909,-0.267949990909091
148,"Herr Modi ist auf einer fünftägigen Reise nach Japan unterwegs , um die wirtschaftlichen Verbindungen mit der drittgrößten Volkswirtschaft der Welt zu stärken",-1.9824392,2.290909090909091,0.30846989090909105
149,"Herr Modi reist nach Japan , um die Wirtschaftsbeziehungen zur drittgrößten Volkswirtschaft der Welt zu stärken .",-2.1113234,1.6363636363636365,-0.4749597636363634
150,Ganz oben auf der Tagesordnung stehen Pläne für eine verstärkte Zusammenarbeit im Nuklearbereich .,-1.5169891000000002,1.309090909090909,-0.20789819090909112
151,Ganz oben auf der Tagesordnung stehen Pläne für eine engere Zusammenarbeit im Nuklearbereich .,-1.6440317999999998,1.2181818181818183,-0.42584998181818157
152,Ganz oben auf der Tagesordnung stehen Pläne für eine stärkere Zusammenarbeit im Nuklearbereich .,-1.6992863,1.2727272727272727,-0.4265590272727273
153,Ganz oben auf der Agenda stehen Pläne für eine verstärkte Zusammenarbeit im Nuklearbereich .,-1.7034150000000001,1.2363636363636363,-0.4670513636363638
154,Ganz oben auf der Tagesordnung stehen die Pläne für eine verstärkte Zusammenarbeit im Nuklearbereich .,-1.7038043,1.3636363636363635,-0.3401679363636365
155,Ganz oben auf der Agenda stehen Pläne für eine engere Zusammenarbeit im Nuklearbereich .,-1.8238891,1.1090909090909091,-0.7147981909090908
156,Ganz oben auf der Tagesordnung stehen die Pläne für eine engere Zusammenarbeit im Nuklearbereich .,-1.8253846000000002,1.290909090909091,-0.5344755090909092
157,Ganz oben auf der Tagesordnung stehen Pläne für eine verstärkte nukleare Zusammenarbeit .,-1.8392473000000003,1.2,-0.6392473000000003
158,Ganz oben auf der Agenda stehen Pläne für eine stärkere Zusammenarbeit im Nuklearbereich .,-1.8580754000000002,1.1636363636363636,-0.6944390363636366
159,Ganz oben auf der Tagesordnung stehen die Pläne für eine stärkere Zusammenarbeit im Nuklearbereich .,-1.8795761000000002,1.3272727272727274,-0.5523033727272728
160,Ganz oben auf der Agenda stehen die Pläne für eine verstärkte Zusammenarbeit im Nuklearbereich .,-1.9040207999999998,1.2727272727272727,-0.6312935272727271
161,Ganz oben auf der Tagesordnung stehen die Pläne für eine verstärkte nukleare Zusammenarbeit .,-1.9724921000000002,1.2545454545454546,-0.7179466454545456
162,Ganz oben auf der Tagesordnung stehen Pläne für eine intensivere Zusammenarbeit im Nuklearbereich .,-1.9742533,1.290909090909091,-0.683344209090909
163,Ganz oben auf der Tagesordnung stehen Pläne für eine stärkere nukleare Zusammenarbeit .,-2.0001915,1.1636363636363636,-0.8365551363636365
164,Ganz oben auf der Agenda stehen die Pläne für eine engere Zusammenarbeit im Nuklearbereich .,-2.0175278000000003,1.1818181818181819,-0.8357096181818184
165,Ganz oben auf der Agenda stehen Pläne für eine verstärkte nukleare Zusammenarbeit .,-2.0195484,1.1272727272727272,-0.8922756727272729
166,Ganz oben auf der Agenda stehen die Pläne für eine stärkere Zusammenarbeit im Nuklearbereich .,-2.052416,1.2,-0.8524160000000001
167,Ganz oben auf der Tagesordnung stehen die Pläne für eine stärkere nukleare Zusammenarbeit .,-2.1147637,1.2181818181818183,-0.8965818818181819
168,Ganz oben auf der Tagesordnung stehen Pläne für eine intensivere nukleare Zusammenarbeit .,-2.1158287999999996,1.1818181818181819,-0.9340106181818177
169,Ganz oben auf der Agenda stehen Pläne für eine stärkere nukleare Zusammenarbeit .,-2.1460423,1.0545454545454545,-1.0914968454545455
170,Ganz oben auf der Agenda stehen Pläne für eine intensivere Zusammenarbeit im Nuklearbereich .,-2.1525912,1.2,-0.9525911999999999
171,Ganz oben auf der Tagesordnung stehen Pläne für eine bessere Zusammenarbeit im Nuklearbereich .,-2.1579022,1.2545454545454546,-0.9033567454545455
172,Ganz oben auf der Agenda stehen die Pläne für eine verstärkte nukleare Zusammenarbeit .,-2.1586368,1.1636363636363636,-0.9950004363636364
173,Ganz oben auf der Tagesordnung stehen die Pläne für eine intensivere Zusammenarbeit im Nuklearbereich,-2.1677542,1.3272727272727274,-0.8404814727272727
174,Ganz oben auf der Tagesordnung stehen Pläne für eine verstärkte Zusammenarbeit auf dem Gebiet der Kernenergie,-2.1904771,1.509090909090909,-0.6813861909090908
175,Ganz oben auf der Tagesordnung stehen Pläne für eine verstärkte Zusammenarbeit im Nuklearsektor .,-2.1993017000000004,1.290909090909091,-0.9083926090909094
176,Ganz oben auf der Tagesordnung stehen die Pläne für eine intensivere nukleare Zusammenarbeit .,-2.237447,1.2181818181818183,-1.0192651818181817
177,Ganz oben auf der Tagesordnung stehen Pläne für die verstärkte Zusammenarbeit im Nuklearbereich .,-2.2378557,1.2727272727272727,-0.9651284272727272
178,Ganz oben auf der Tagesordnung stehen Pläne für eine engere nukleare Zusammenarbeit .,-2.250998,1.1090909090909091,-1.141907090909091
179,Ganz oben auf der Tagesordnung stehen Pläne für mehr Zusammenarbeit im Nuklearbereich .,-2.2510736000000002,1.1454545454545455,-1.1056190545454547
180,Ganz oben auf der Agenda stehen Pläne für eine intensivere nukleare Zusammenarbeit .,-2.2693027999999997,1.0909090909090908,-1.178393709090909
181,Ganz oben auf der Agenda stehen die Pläne für eine stärkere nukleare Zusammenarbeit .,-2.2708619,1.0909090909090908,-1.179952809090909
182,Ganz oben auf der Tagesordnung stehen die Pläne für eine verstärkte Zusammenarbeit auf dem Gebiet der,-2.2851422,1.3818181818181818,-0.9033240181818183
183,Ganz oben auf der Agenda stehen Pläne für eine bessere Zusammenarbeit im Nuklearbereich .,-2.299848,1.1636363636363636,-1.1362116363636363
184,Die Pläne für eine verstärkte Zusammenarbeit im Nuklearbereich stehen ganz oben auf der Tagesordnung .,-2.3323283,1.3818181818181818,-0.9505101181818181
185,Ganz oben auf der Tagesordnung stehen die Pläne für eine bessere Zusammenarbeit im Nuklearbereich .,-2.3385673,1.309090909090909,-1.0294763909090907
186,Ganz oben auf der Tagesordnung stehen Pläne für eine verstärkte Kooperation im Nuklearbereich .,-2.3517473,1.2545454545454546,-1.0972018454545454
187,Ganz oben auf der Tagesordnung stehen Pläne für eine verstärkte Zusammenarbeit in Nuklearfragen .,-2.3518267,1.290909090909091,-1.0609176090909092
188,Ganz oben auf der Tagesordnung stehen die Pläne zur verstärkten Zusammenarbeit im Nuklearbereich .,-2.3613807999999996,1.2727272727272727,-1.088653527272727
189,Ganz oben auf der Agenda stehen die Pläne für eine intensivere Zusammenarbeit im Nuklearbereich,-2.364005,1.2181818181818183,-1.1458231818181819
190,Ganz oben auf der Tagesordnung stehen Pläne für eine größere Zusammenarbeit im Nuklearbereich .,-2.3668167999999996,1.2545454545454546,-1.112271345454545
191,Ganz oben auf der Tagesordnung stehen die Pläne für eine engere nukleare Zusammenarbeit .,-2.3740451,1.1454545454545455,-1.2285905545454545
192,Ganz oben auf der Tagesordnung stehen Pläne für eine engere Zusammenarbeit im Nuklearsektor .,-2.3775082000000003,1.2,-1.1775082000000003
193,Ganz oben auf der Agenda stehen Pläne für eine verstärkte Zusammenarbeit im Nuklearsektor .,-2.3844736,1.2181818181818183,-1.166291781818182
194,Ganz oben auf der Tagesordnung stehen die Pläne für eine verstärkte Zusammenarbeit im Nuklearsektor .,-2.3845615000000002,1.3272727272727274,-1.0572887727272728
195,Ganz oben auf der Agenda stehen Pläne für eine verstärkte Zusammenarbeit auf dem Gebiet der Kernenergie,-2.3938603,1.4181818181818182,-0.9756784818181818
196,Ganz oben auf der Tagesordnung stehen Pläne für eine stärkere Zusammenarbeit auf dem Gebiet der Kernenergie,-2.4014335,1.4545454545454546,-0.9468880454545454
197,Ganz oben auf der Agenda stehen Pläne für eine engere nukleare Zusammenarbeit .,-2.4124958999999997,1.0,-1.4124958999999997
198,Ganz oben auf der Agenda stehen Pläne für mehr Zusammenarbeit im Nuklearbereich .,-2.414425,1.0727272727272728,-1.3416977272727273
199,Ganz oben auf der Tagesordnung stehen Pläne für eine engere Zusammenarbeit auf dem Gebiet der Kernenergie,-2.4433167,1.4181818181818182,-1.0251348818181818
200,Auch Indien hofft angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.2054560000000003,1.5272727272727273,-0.678183272727273
201,Auch Indien hofft angeblich auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungsbereich,-2.4748585,1.690909090909091,-0.7839494090909089
202,Außerdem hofft Indien angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.478325,1.5636363636363637,-0.9146886363636362
203,Auch Indien hofft angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.503664,1.5454545454545454,-0.9582094545454547
204,Auch Indien hofft angeblich auf ein Abkommen über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.52734,1.5272727272727273,-1.0000672727272728
205,Auch Indien hofft angeblich auf eine Vereinbarung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.5387560000000002,1.6,-0.9387560000000001
206,Auch Indien hofft Berichten zufolge auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.5535997999999998,1.6545454545454545,-0.8990543454545452
207,Indien hofft angeblich auch auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.5595891,1.5272727272727273,-1.0323163727272728
208,Darüber hinaus hofft Indien angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.5716763,1.6727272727272726,-0.8989490272727274
209,Auch Indien hofft angeblich auf eine Einigung über die Zusammenarbeit der beiden Nationen im Verteidigungsbereich .,-2.5864543999999996,1.6,-0.9864543999999995
210,Berichten zufolge hofft Indien auch auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.6370263,1.6545454545454545,-0.9824808454545455
211,Außerdem hofft Indien Berichten zufolge auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.645193,1.6727272727272726,-0.9724657272727273
212,Ferner hofft Indien angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.6507847,1.5272727272727273,-1.1235119727272727
213,Indien hofft Berichten zufolge auch auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.684804,1.6545454545454545,-1.0302585454545456
214,Auch Indien hofft angeblich auf eine Vereinbarung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungsbereich,-2.6920373,1.7818181818181817,-0.9102191181818182
215,Auch Indien hofft angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Völkern .,-2.6929893,1.5272727272727273,-1.1657165727272725
216,Zudem hofft Indien angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.7053852000000003,1.5272727272727273,-1.178112472727273
217,Auch Indien hofft angeblich auf ein Abkommen über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungsbereich,-2.7138894000000002,1.709090909090909,-1.0047984909090912
218,Auch Indien hofft angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen beiden Nationen .,-2.722297,1.4727272727272727,-1.2495697272727275
219,Außerdem hofft Indien angeblich auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungsbereich,-2.7249105,1.7454545454545454,-0.9794559545454546
220,Darüber hinaus hofft Indien Berichten zufolge auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen,-2.7348362999999996,1.7454545454545454,-0.9893817545454542
221,Außerdem hofft Indien angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.7448618,1.5818181818181818,-1.163043618181818
222,Auch Indien hofft angeblich auf eine Übereinkunft über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.7505037999999997,1.5818181818181818,-1.168685618181818
223,Auch Indien hofft angeblich auf eine Einigung zur Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.7626529,1.4545454545454546,-1.3081074454545454
224,Ferner hofft Indien Berichten zufolge auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.789739,1.6363636363636365,-1.1533753636363635
225,Auch Indien hofft Berichten zufolge auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungs,-2.7897534,1.709090909090909,-1.080662490909091
226,Darüber hinaus hofft Indien angeblich auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungs,-2.8002586,1.7272727272727273,-1.0729858727272725
227,Auch Indien hofft angeblich auf eine Vereinbarung über die Zusammenarbeit der beiden Nationen im Verteidigungsbereich .,-2.805611,1.690909090909091,-1.114701909090909
228,Außerdem hofft Indien angeblich auf eine Einigung über die Zusammenarbeit der beiden Nationen im Verteidigungsbereich .,-2.8134612999999997,1.6545454545454545,-1.1589158454545452
229,Auch Indien hofft angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Staaten .,-2.821644,1.5454545454545454,-1.2761894545454546
230,Indien hofft angeblich auch auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungsbereich,-2.823252,1.690909090909091,-1.1323429090909092
231,Auch Indien hofft angeblich auf ein Abkommen über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.8298332999999998,1.5454545454545454,-1.2843787545454544
232,Auch Indien hofft angeblich auf eine Einigung über die Zusammenarbeit zwischen den beiden Ländern im Verteidigungsbereich,-2.8315017000000005,1.690909090909091,-1.1405926090909095
233,Auch Indien hofft angeblich auf ein Abkommen über die Zusammenarbeit der beiden Nationen im Verteidigungsbereich .,-2.832751,1.5636363636363637,-1.2691146363636363
234,Darüber hinaus hofft Indien angeblich auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.8361204,1.690909090909091,-1.145211309090909
235,Auch Indien hofft angeblich auf eine Vereinbarung über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.842188,1.6181818181818182,-1.224006181818182
236,Auch Indien hofft Berichten zufolge auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.8431866,1.6727272727272726,-1.1704593272727275
237,Darüber hinaus hofft Indien angeblich auf eine Vereinbarung über die Verteidigungszusammenarbeit zwischen den beiden Nationen .,-2.8497658,1.7454545454545454,-1.1043112545454548
238,Außerdem hofft Indien Berichten zufolge auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungs,-2.8563093999999998,1.7272727272727273,-1.1290366727272725
239,Berichten zufolge hofft Indien auch auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungs,-2.867648,1.709090909090909,-1.158557090909091
240,Indien hofft angeblich auch auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.8678653,1.5454545454545454,-1.3224107545454546
241,Außerdem hofft Indien angeblich auf eine Vereinbarung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungsbereich,-2.8820856,1.8181818181818181,-1.0639037818181818
242,Ferner hofft Indien angeblich auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungsbereich,-2.89508,1.690909090909091,-1.2041709090909092
243,Auch Indien hofft angeblich auf eine Einigung über die Verteidigungszusammenarbeit der beiden Nationen .,-2.9020686,1.4,-1.5020686000000003
244,Außerdem hofft Indien Berichten zufolge auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.9043987,1.690909090909091,-1.2134896090909093
245,Auch Indien hofft angeblich auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen in Verteidigungsfragen,-2.9064312,1.6727272727272726,-1.2337039272727275
246,Berichten zufolge hofft Indien auch auf eine Einigung über die Verteidigungszusammenarbeit zwischen den beiden Ländern .,-2.9120846,1.6727272727272726,-1.2393573272727274
247,Indien hofft Berichten zufolge auch auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im Verteidigungs,-2.9181566,1.690909090909091,-1.2272475090909092
248,Darüber hinaus hofft Indien angeblich auf eine Einigung über die Zusammenarbeit der beiden Nationen im Verteidigungsbereich,-2.920825,1.7272727272727273,-1.1935522727272725
249,Darüber hinaus hofft Indien Berichten zufolge auf eine Einigung über die Zusammenarbeit zwischen den beiden Nationen im,-2.9447985,1.6181818181818182,-1.326616681818182
250,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-1.3955984,1.0,-0.3955983999999999
251,Karratha Polizei verhaftet 20-jährig nach Hochgeschwindigkeits-Motorradjagd,-1.6224087,1.0545454545454545,-0.5678632454545456
252,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorrad-Jagd,-1.6929408,1.018181818181818,-0.6747589818181818
253,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeitsmotorrad-Jagd,-1.7311674,1.0,-0.7311673999999999
254,Karratha Polizei Festnahme 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-1.8530476999999999,1.0363636363636364,-0.8166840636363635
255,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeitsmotorradjagd,-1.8991567999999999,0.9818181818181818,-0.917338618181818
256,Karratha Polizei verhaftet 20-jährig nach Hochgeschwindigkeits-Motorrad-Jagd,-1.9038311999999997,1.0727272727272728,-0.831103927272727
257,Karratha Polizei verhaftet 20-jährig nach Hochgeschwindigkeitsmotorrad-Jagd,-1.9326066000000002,1.0545454545454545,-0.8780611454545457
258,Karratha Polizei verhaftet 20 Jahre nach der Hochgeschwindigkeits-Motorradjagd,-1.9481514,1.0727272727272728,-0.8754241272727272
259,Karratha Polizei festgenommen 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-1.9534183,1.0727272727272728,-0.8806910272727273
260,Karratha Polizei verhaftet 20-Jährige nach Hochgeschwindigkeits-Motorradjag,-1.9563483,1.0545454545454545,-0.9018028454545455
261,Karratha Polizei festnimmt 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-1.9637105,1.0545454545454545,-0.9091650454545455
262,Karratha Polizei verhaftet zwanzig Jahre nach Hochgeschwindigkeits-Motorradjagd,-2.026981,1.1090909090909091,-0.917890090909091
263,Karratha Polizei verhaftet nach Hochgeschwindigkeits-Motorradjagd 20 Jahre,-2.0351717000000002,1.0545454545454545,-0.9806262454545458
264,Karratha Polizei verhaftet 20-jährig nach Hochgeschwindigkeitsmotorradjagd,-2.0794194,1.0363636363636364,-1.0430557636363635
265,Karratha Polizei Verhaftung 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-2.15477,1.0545454545454545,-1.1002245454545456
266,Karratha Polizei Festnahme 20 Jahre nach Hochgeschwindigkeits-Motorrad-Jagd,-2.1623978999999998,1.0545454545454545,-1.1078524454545453
267,Karratha Polizei verhaftet 20-Jährige nach Hochgeschwindigkeitsmotorrad-Jagd,-2.1651297,1.0727272727272728,-1.0924024272727273
268,Karratha-Polizei verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-2.1722565,1.018181818181818,-1.154074681818182
269,Karratha Polizei verhaftet 20 Jahre nach der Hochgeschwindigkeits-Motorrad-Jagd,-2.1758096,1.0909090909090908,-1.0849005090909092
270,Karratha Polizei festgenommen 20-jährig nach Hochgeschwindigkeits-Motorradjagd,-2.1808297999999997,1.0909090909090908,-1.0899207090909089
271,Karratha Polizei verhaftet 20-jährige nach Hochgeschwindigkeits-Motorradjagd,-2.1818986000000002,1.0727272727272728,-1.1091713272727275
272,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeitsmotorrad-Verfolgungsjagd,-2.1883592999999997,1.2545454545454546,-0.933813845454545
273,Karratha Polizei verhaftet 20-Jährige nach Hochgeschwindigkeits-Motorrad-Jag,-2.2078722,1.0727272727272728,-1.1351449272727274
274,Karratha Polizei festnimmt 20-jährig nach Hochgeschwindigkeits-Motorradjagd,-2.2136972000000004,1.0545454545454545,-1.159151745454546
275,Karratha - Polizei verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-2.2247865,1.0363636363636364,-1.1884228636363636
276,Karratha Polizei Festnahme 20 Jahre nach Hochgeschwindigkeitsmotorrad-Jagd,-2.2323046000000004,1.0363636363636364,-1.195940963636364
277,Karratha Polizei verhaften 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-2.236832,1.0,-1.2368320000000002
278,Polizei Karratha verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorradjagd,-2.2376107999999997,1.0363636363636364,-1.2012471636363633
279,Karratha Polizei verhaftet 20-jährig nach der Hochgeschwindigkeits-Motorradjag,-2.2537436,1.0727272727272728,-1.1810163272727272
280,Karratha Polizei verhaftet 20-jährig nach Highspeed-Motorradjagd,-2.2549143,0.9454545454545454,-1.3094597545454545
281,Karratha Polizei verhaftet 20 Jahre nach Highspeed-Motorradjagd,-2.2584865,0.8727272727272727,-1.3857592272727275
282,Karratha Polizei festgenommen 20 Jahre nach Hochgeschwindigkeits-Motorrad-Jagd,-2.2628691,1.0909090909090908,-1.1719600090909092
283,Karratha Polizei verhaftet 20 Jahre nach schneller Motorradjagd,-2.2653017,0.8545454545454545,-1.4107562454545457
284,Karratha Polizei festnimmt 20 Jahre nach Hochgeschwindigkeits-Motorrad-Jagd,-2.2922518,1.0727272727272728,-1.219524527272727
285,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorrad-Verfolgungsj,-2.2932956,1.2,-1.0932956
286,Karratha Polizei verhaftet 20 Jahre nach der Hochgeschwindigkeitsmotorrad-Jagd,-2.295718,1.0727272727272728,-1.2229907272727272
287,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorradantrieb,-2.2982169999999997,1.0545454545454545,-1.2436715454545453
288,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorradrejagd,-2.3074057,1.0545454545454545,-1.2528602454545454
289,Karratha Polizei verhaftet zwanzig Jahre nach Hochgeschwindigkeits-Motorrad-Jagd,-2.3180506000000003,1.1272727272727272,-1.190777872727273
290,Karratha Polizei festgenommen 20 Jahre nach Hochgeschwindigkeitsmotorrad-Jagd,-2.3424437,1.0545454545454545,-1.2878982454545456
291,Karratha Polizei festnimmt 20 Jahre nach Hochgeschwindigkeitsmotorrad-Jagd,-2.3566092999999997,1.0545454545454545,-1.3020638454545452
292,Karratha Polizei verhaftet zwanzig Jahre nach Hochgeschwindigkeitsmotorrad-Jagd,-2.4030974,1.1090909090909091,-1.294006490909091
293,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeitsmotorradantrieb,-2.437279,1.0363636363636364,-1.4009153636363638
294,Karratha Polizei verhaftet nach Hochgeschwindigkeits-Motorradjagd 20-jährig,-2.483921,1.0727272727272728,-1.4111937272727273
295,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeitsmotorradrennen,-2.5429072,1.0,-1.5429072000000001
296,Karratha Polizei verhaftet 20-jährig nach Hochgeschwindigkeits-Motorrad-Verfolgungs,-2.5535740000000002,1.2,-1.3535740000000003
297,Karratha Polizei verhaftet 20-jährig nach Hochgeschwindigkeits-Motorradrejag,-2.5900211,1.0727272727272728,-1.5172938272727272
298,Karratha Polizei verhaftet 20 Jahre nach Hochgeschwindigkeits-Motorrad-Jagdj,-2.67558,1.0363636363636364,-1.6392163636363637
299,Karratha Polizei verhaftet 20-jährig nach Hochgeschwindigkeits-Motorrad-Jagd,-2.6949744,1.0727272727272728,-1.6222471272727272
300,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.1797986000000003,2.4363636363636365,0.25656503636363626
301,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.1928859,2.418181818181818,0.22529591818181816
302,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.2346287,2.4,0.1653712999999999
303,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.2479606,2.418181818181818,0.17022121818181812
304,"Ein Motorrad wurde beschlagnahmt , nachdem es 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.2615814,2.3454545454545452,0.08387314545454538
305,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.281621,2.418181818181818,0.1365608181818181
306,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und über Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.2858639,2.4363636363636365,0.15049973636363667
307,"Ein Motorrad wurde beschlagnahmt , nachdem er auf 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3046403,2.418181818181818,0.11354151818181801
308,"Ein Motorrad wurde beschlagnahmt , nachdem es mit 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3048919999999997,2.418181818181818,0.11328981818181827
309,"Ein Motorrad wurde beschlagnahmt , nachdem er bei 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3061814,2.4363636363636365,0.13018223636363668
310,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3142322999999996,2.4363636363636365,0.12213133636363693
